user_detail_name,text,text 2,text 3,text 4,text 5,content_wrap,iplocation,,,,,attraction_name
luxise,2分,一般,景色5,趣味3,性价比2,去了很多地方，只有这里76岁老人居然要收门票，而且购票繁琐，网上购票后必须换票，不能凭身份证进园，极其缺乏人性化管理，赏园心情大打折扣！,,,,,,豫园差评
路在脚下旅者,2分,一般,景色1,趣味1,性价比1,个人觉得不建议，因为这里成本高，旅游打卡吃小吃也不是太好选择。,,,,,,豫园差评
M26****8924,1分,不佳,景色1,趣味1,性价比1,没什么意思,,,,,,豫园差评
M31****4255,2分,一般,景色2,趣味2,性价比2,人倒没有挤太多，但是语音导览打不开。园子比想象中小很多，入园之前在豫园商城拐了好几圈，检票口找了贼久。,,,,,,豫园差评
Kevin淋宇,2分,一般,景色2,趣味2,性价比2,非常非常的小。景色一般，可玩性低，,,,,,,豫园差评
小民2011,2分,一般,景色2,趣味2,性价比2,"【景色】没有景色
【趣味】无趣
【性价比】非常低",,,,,,豫园差评
坚持到底胜利,2分,一般,景色2,趣味2,性价比2,这里感觉一般、只是空荡而已、没什么好逛！,,,,,,豫园差评
失意不失忆,2分,一般,景色2,趣味2,性价比2,不咋地不咋地不咋地不咋地不咋地,,,,,,豫园差评
小民2011,2分,一般,景色2,趣味2,性价比2,"【景色】大杂烩很乱
【趣味】没有趣味
【性价比】很低",,,,,,豫园差评
M36****9639,1分,不佳,景色1,趣味1,性价比1,非常差，买了一整天都没找到摄影师，问景区工作人员他们才说是外包的，找不到客服沟通，超级后悔，千万不要买。投诉无门,,,,,,豫园差评
M50****733,2分,一般,景色2,趣味2,性价比2,这么美的豫园，像是画里一样，如临仙境,,,,,,豫园差评
e13****61,1分,不佳,景色1,趣味1,性价比1,不值得去，验票刷身份证刷半天没刷成功，还让我退票，重新买票，结果退票退半天没退成，带着孩子出门已经够麻烦了，被人点来点去，强烈谴责，不要在携程买票，骗钱骗人，服务差到极点，我已经给客服发了重新买的门票凭证，退半天没退成，还让我自己联系景区，这种服务态度不敢恭维。可玩性低，有待改进，景色一般，性价比低，,,,,,,豫园差评
e42****97,2分,一般,景色2,趣味2,性价比2,没什么意思，没什么可逛的，如果太闲没地方去可以,,,,,,豫园差评
M50****733,2分,一般,景色2,趣味2,性价比2,听说这个地方很美，看画上也很美，像是仙境,,,,,,豫园差评
马瑞辰?,1分,不佳,景色1,趣味1,性价比1,没啥意思景色一般，,,,,,,豫园差评
青面兽木昜,2分,一般,景色2,趣味2,性价比2,可以去看看，不是很感兴趣，人也不少，到此一游！,,,,,,豫园差评
M29****3408,1分,不佳,景色1,趣味1,性价比1,今天排队人特别多，排队排了一个多小时，到了地方被告知提前闭园，而且微信公众号上买的票，没有地方退…,,,,,,豫园差评
M24****5540,2分,一般,,,,九曲回廊仿古建筑，人来人往热闹非常。,,,,,,豫园差评
怕飞的冰王子,1分,不佳,景色1,趣味1,性价比1,绝对没有你们想象的那么好，只是名气大点而已。,,,,,,豫园差评
考提拉彭越,1分,不佳,景色1,趣味1,性价比1,没意思景色一般，可玩性低，,,,,,,豫园差评
jw0825,1分,不佳,景色3,趣味4,性价比3,周边老房子太多，有点脏，乱，杂,,,,,,豫园差评
Singlelion,2分,一般,景色2,趣味2,性价比2,人太多了，没有了南方园林的那种雅致了。就跟商业街似的。,,,,,,豫园差评
会飞的鱼快乐,2分,一般,景色2,趣味2,性价比2,这个地方很一般，去过一次就够了,,,,,,豫园差评
遛遛的他,2分,一般,景色2,趣味2,性价比2,"【景色】一般
【趣味】一般
【性价比】一般",,,,,,豫园差评
筱澍,2分,一般,景色5,趣味5,性价比5,豫园位于上海市老城厢的东北部，北靠福佑路，东临安仁街，西南与上海老城隍庙毗邻，是江南古典园林，园内有穗堂、铁狮子、快楼、得月楼、玉玲珑、积玉水廊、听涛阁、涵碧楼、内园静观大厅、古戏台等亭台楼阁以及假山、池塘等。,,,,,,豫园差评
Singlelion,1分,不佳,景色1,趣味1,性价比1,看不出历史遗迹了，弄得跟街心花园似的。,,,,,,豫园差评
M50****733,2分,一般,景色2,趣味2,性价比2,这是真的吗？像是水墨画一样！太美啦！,,,,,,豫园差评
鲁树良,2分,一般,景色2,趣味2,性价比2,以前豫园一直是上海人比较喜欢逛的地方，现在越来越没意思了，商业化太厉害，老的传统特色都没有了，而且消费价格越来越高，基本都是旅游团去了。,,,,,,豫园差评
梦如蝶,2分,一般,景色2,趣味2,性价比3,景色一般，可玩性低，性价比低，,,,,,,豫园差评
135****9998,2分,一般,景色2,趣味2,性价比2,8年前来过，感觉没有怎么变化，而且工作人员做的清洁也有偷懒，乱糟糟的,,,,,,豫园差评
D42****8333,2分,一般,景色5,趣味2,性价比4,卖票大叔态度不好！,,,,,,豫园差评
Mi****228,2分,一般,景色2,趣味2,性价比2,本身没意思，就是小吃商业街,,,,,,豫园差评
Philip?Li,2分,一般,景色3,趣味2,性价比4,中国园林一个样，要不就在酒店楼下，真没必要去,,,,,,豫园差评
雨中的青蛙,2分,一般,景色2,趣味2,性价比2,和西安回民街一样，都是宰外地人的地方，本地人都不去。,,,,,,豫园差评
雨中的青蛙,2分,一般,景色3,趣味2,性价比2,很一般，和南京夫子庙差不多，本地人很少去，都是外地人。,,,,,,豫园差评
_WeCh****098286,1分,不佳,景色1,趣味1,性价比1,体验不佳，,,,,,,豫园差评
M41****2646,1分,不佳,景色1,趣味1,性价比1,景色一般，,,,,,,豫园差评
雷日斯特鲁夫差,2分,一般,景色3,趣味1,性价比1,里面一堆地方游客止步，不到五分钟逛完，感觉风景还没外面的鱼和荷花好看可玩性低，性价比低，景色一般，体验不佳，,,,,,,豫园差评
136****7092,2分,一般,景色2,趣味2,性价比2,如今里面的餐饮和店铺都不是上海人了 已经失去了上海的景点特色 没有特别值得去的感觉 老外的话走走还凑合,,,,,,豫园差评
zhang-sy,1分,不佳,景色1,趣味1,性价比1,上海醉白池，曲水园，古猗园，等比豫园景美多了，对六五以上老人都免票，唯独豫园比肩城隍庙小吃，价高质次。这园是人民的，不是少数人的。,,,,,,豫园差评
兔子狗爸爸,2分,一般,,,,豫园商城去过豫园黄金也买过。。。,,,,,,豫园差评
苏阿阿,1分,不佳,景色2,趣味1,性价比1,没啥可看的,,,,,,豫园差评
野牛开荤,2分,一般,景色2,趣味2,性价比2,小时候经常去，长大后越来越没兴趣,,,,,,豫园差评
M47****206,1分,不佳,景色5,趣味1,性价比1,***贵,,,,,,豫园差评
M10****64,2分,一般,景色2,趣味2,性价比2,商业气氛太浓，东西都很贵！不建议去！,,,,,,豫园差评
M10****64,2分,一般,景色2,趣味2,性价比2,太商业化了，都是卖东西和卖吃的，没什么意思,,,,,,豫园差评
天涯明月下,1分,不佳,,,,比较失望了,,,,,,豫园差评
律正师,1分,不佳,,,,上海人太黑了，景点不开门，按旺季收费，太不诚实。应该整顿、整顿。,,,,,,豫园差评
今朝有酒今朝醒,1分,不佳,,,,假山不给上，所有房子门都锁上。因为疫情你可以继续关门，而不是开了门景点打救，到处都是锁，不开放你就不要卖票，作为游客，买了票进来又看不了是什么感受？太恶心！,,,,,,豫园差评
兔子狗爸爸,1分,不佳,,,,不是景点不佳而是为什么老让我评价上海的？,,,,,,豫园差评
兔子狗爸爸,2分,一般,,,,n多年前去过一次人很多够热闹的,,,,,,豫园差评
苍苍hhh,1分,不佳,,,,虽然0元，为何不能退，测。试,,,,,,豫园差评
王小柱是真疯了,2分,一般,景色2,趣味2,性价比2,去的时候人太多了，又是夏天。体验太差了,,,,,,豫园差评
M42****281,2分,一般,景色2,,,估计还在完善吧,,,,,,豫园差评
戈利齐诺苏轼,2分,一般,景色2,趣味2,性价比2,完全不值得去啊，太普通了，里面小吃店的味道也很一般,,,,,,豫园差评
M24****9880,2分,一般,景色2,,,园区面积太小，游玩人又太多。没有逛多少时间就出来了。,,,,,,豫园差评
_WeCh****943162,1分,不佳,景色1,,,没什么看的，不值这个门票,,,,,,豫园差评
VinneyH,2分,一般,景色2,趣味2,性价比1,差评！商业化气息太严重了，已经失去了豫园的本质。,,,,,,豫园差评
曦皑,2分,一般,景色2,,,特别没意思,,,,,,豫园差评
下，一秒,2分,一般,景色2,趣味2,性价比2,豫园好多是现如今人工的，景色不一样,,,,,,豫园差评
河南张先生,2分,一般,景色2,,,一般般吧，烧香的地方。去了后悔,,,,,,豫园差评
M34****9993,1分,不佳,景色1,,,没用，辣鸡垃圾垃圾垃圾垃圾垃圾垃圾垃圾别买别买别买别买别买别买,,,,,,豫园差评
M40****434,2分,一般,景色2,,,真心一般，人多显得更加拥挤不堪,,,,,,豫园差评
M24****9385,1分,不佳,景色1,,,2019年9月16日下午，不到4点就不让进园了，在网上买的票也不行，感觉这次来上海游玩最失望的地方就是豫园。今后肯定不会再去了，也不会推荐给朋友去。,,,,,,豫园差评
微笑大仙,2分,一般,景色2,趣味2,性价比2,景区高度商业化，人太多，东西价高质次，不建议去玩,,,,,,豫园差评
ze****u,1分,不佳,景色1,,,上海的豫园，简直骗人，最糟糕的景点了……豫园面积太小了，游客又很多，里面值得看的景点几乎没两三个，简直很无聊……,,,,,,豫园差评
wer****85,2分,一般,景色2,,,***,,,,,,豫园差评
Fung,2分,一般,景色3,趣味2,性价比3,位置有点难找，埋没在一个商业街里面。一个被高楼大厦所包围的园林。,,,,,,豫园差评
天眼御林,1分,不佳,景色1,,,大太阳人多不想排队在携程买了票，到入口被要求必须换纸质票，还要去大太阳下排近几百米的长队，好不容易进去又人山人海，没看到景，太差了。,,,,,,豫园差评
地上跑的柚子喵,1分,不佳,景色1,趣味1,性价比1,售票窗口服务态度太差，搞得我欠她似的,,,,,,豫园差评
我行我素keep,1分,不佳,景色1,,,没有语音导航，找不到退票口。没有语音导航，找不到退票口。,,,,,,豫园差评
_CFT0****3606,1分,不佳,景色4,趣味1,性价比1,售票员服务态度差劲到爆。自己没听清，还得找顾客发脾气。大老远赶来这里，心情全没了。,,,,,,豫园差评
D87****68,1分,不佳,景色1,,,一进门就在装修，没啥好看的，也就养的景鲤有点看头,,,,,,豫园差评
郭大俊Kevin,2分,一般,景色2,趣味2,性价比2,在端午节假期，来到了豫园，本以为是一个很大的皇家园林，没想到面积很小很小，小到还没怎么逛就出去了，小吃店倒是不少，不太推荐的。,,,,,,豫园差评
E61****152,2分,一般,景色2,,,网上买票了还是一样排队取票，这个太不好了,,,,,,豫园差评
_M13****8040,1分,不佳,景色1,,,一颗星留给历史底蕴。网上买票要和现场买票的人一起排队窗口取票，既然这样还网上卖什么票。又没工作人员管理，乱插队现象严重,,,,,,豫园差评
Tina_0323,2分,一般,景色2,,,为了节约排队买票时间，都在xc上买好扫二维码进去，这次没注意，豫园的门票是买好之后要在柜台换票的，等于没节省时间。,,,,,,豫园差评
智观莲心,2分,一般,景色2,,,七十岁以上老人居然不免票，连拙政园狮子林和故宫博物院老人都免票，上海人真是小气到家了。,,,,,,豫园差评
盖勒敏-塞马拉大区墨子,1分,不佳,景色1,,,不开心，非常不开心，明明可以用学生票的，硬不给我换。哼，气死啦。,,,,,,豫园差评
_M15****0254,1分,不佳,景色1,,,差评，票上宣传的名字和官方宣传的名字是一样的，但实际并不包含官方宣传的景点。很坑。,,,,,,豫园差评
m50****408,2分,一般,景色2,,,豫园不好玩 别去别去 别去 在家待着 别去,,,,,,豫园差评
宁陕盖延,1分,不佳,景色1,,,真是失望，人多，票贵，没啥看的,,,,,,豫园差评
_WeCh****05194,1分,不佳,景色1,,,不是跟随定位自动播放的，也不显示你当前位置，根本没有用,,,,,,豫园差评
星空彩绘5,1分,不佳,景色3,趣味3,性价比1,建议大家白天去是免费的，下午2点以后就要买票了，里面正常走就20分钟很小的一块地方，里面消费离谱，同一品牌的小吃都比外面贵一倍至少，而且味道都是不正宗的，忽悠下外地客的，凑热闹噶弄懵可以，收费进去游玩就没意思了！,,,,,,豫园差评
m29****0865,1分,不佳,景色1,,,***,,,,,,豫园差评
_WeCh****144299,1分,不佳,景色1,,,*****，不买灯会票不让进豫园，垃圾景区没有之一！对豫园景区印象零分！差评！！！被景区工作人员赶来赶去，才从5号门进入，没买灯会票，还不让进！想钱想疯了？破灯会谁稀罕！,,,,,,豫园差评
晨晨滴答,2分,一般,景色2,,,地方很小，灯也很少，不到20分钟就逛完了，16点之前进去免费，不值这个价。,,,,,,豫园差评
_WeCh****114731,1分,不佳,景色1,,,"4点前入场在里面呆到灯光秀开始就不用缴费了。不能退票改期。性价比很低 。人很多。
差评",,,,,,豫园差评
M31****418,2分,一般,景色2,,,不是很好玩，不喜欢，网购票 服务超级差,,,,,,豫园差评
Sunnybobo,1分,不佳,景色1,,,没有给导游票！我们只能在园子里瞎逛！,,,,,,豫园差评
M26****2666,2分,一般,景色2,,,普通不这样，旁边小商店逛逛还可以,,,,,,豫园差评
M23****759,2分,一般,景色2,,,普通的一個庭園景點，有去過蘇州或者揚州等地的庭園景觀，都比這個好多了！建議不需要特別到上海來走這個。,,,,,,豫园差评
M55****914,2分,一般,景色2,,,取不出来票，当时害我又多花钱重新买的！当时赶时间，也没打电话给携程客服了！,,,,,,豫园差评
M22****6519,2分,一般,景色2,,,订了2张票，第一次只给我发了一张票的取票码，打了电话反应才把第二张发给我，傻等了好几分钟,,,,,,豫园差评
M54****594,1分,不佳,景色1,,,不是官方的，骗钱的，谁买谁上当,,,,,,豫园差评
asherneith,1分,不佳,景色1,趣味1,性价比1,这张门票其实都不应该卖了，然而，他设定了你误买之后比不能得到退款，坑一些没有注意到的人,,,,,,豫园差评
M29****7439,1分,不佳,景色1,,,没意思 进去就是看看屋子 假山啥的 都不如外面好看,,,,,,豫园差评
Nala_y,2分,一般,景色2,,,景还行，关键是设备很一般啊……网上购票的还需要和现买票的一起排队？我的天，那网上买票有什么意义吗？早上一大早去进园的没几个大家都在排队哦，也是服气 没谁了。不知道这样很不科学吗？排队一个半小时没心情玩了，本身就在老街那，很拥挤的找到门口都困难，真的是九九八十一难哦,,,,,,豫园差评
Omagic,1分,不佳,景色1,,,网上购票，还要去人工售票处取票，没有自动取票机，人工售票处排队秩序极差，4A景区就这种管理吗 ？,,,,,,豫园差评
崇文斌子,1分,不佳,景色1,,,这种园林公园也要收费，可想而知有多大的过度开发。不过一切向钱看的情况也符合当下的国情。服务和解答实在是太差！,,,,,,豫园差评
_WeCh****09465,1分,不佳,景色1,趣味1,性价比1,还不如南翔古镇的檀园，很差，很差,,,,,,豫园差评
乐爸123456,2分,一般,景色2,,,非常糟糕，本来就没有多少文人气质园子，增添了西式花园的喷泉，把应有的水面倒影全部破坏，不伦不类。以后再也不会去了。,,,,,,豫园差评
大菜小菜,1分,不佳,景色1,,,不是说明上说的，扫码入园，还是需要排队换票，换票窗口排队竟然比现场买票排队人还多，没有任何方便快捷！,,,,,,豫园差评
_WeCh****024018,1分,不佳,景色1,,,很坑的一个景点，不好玩，再都不会去豫园了,,,,,,豫园差评
老梁123,1分,不佳,景色1,,,跟售票厅一个价还得扫码，不知道有什么意义,,,,,,豫园差评
_WB2****0513,2分,一般,景色4,趣味2,性价比2,极差，里面很小，池子脏的不行，人又多。里面的小店铺卖的玉都是假货，服务态度还差，还不让拍照。拍个照直接就说&quot;不让拍照，跟你说了多少次了&quot;你跟谁说了好几遍？？这都是什么垃圾态度,,,,,,豫园差评
哈顿郑和,1分,不佳,景色1,,,年轻人不适合，地方小，跟想象的不太一样,,,,,,豫园差评
_WeCh****04748,2分,一般,景色2,,,不怎么样，很一般，而且洗手间的味道飘得满园都是！,,,,,,豫园差评
M26****8108,1分,不佳,景色1,,,之前看游记都说值得一去，去了感觉有点坑人,,,,,,豫园差评
_WeCh****593320,1分,不佳,景色1,趣味1,性价比1,不值得去，现实与图片差远了，没感觉地方小，这个门票钱太不值了，进去都会迷路出不来。,,,,,,豫园差评
M43****894,2分,一般,景色2,趣味2,性价比1,不要去ul，没什么好玩的，东西好贵,,,,,,豫园差评
_CFT01****1175656,1分,不佳,景色1,趣味1,性价比1,别去！本地人根本不来的地方，简直是小商品市场,,,,,,豫园差评
水止镜明,1分,不佳,景色1,趣味1,性价比1,人又多又不好玩，景点几乎看不到什么介绍，太垃圾了，光有名气,,,,,,豫园差评
CFong,2分,一般,景色3,趣味2,性价比1,南X小籠包只能説性價比超差。老字號只能靠政府撐著，沒希望。早垮早好。讓新一代起來吧，不能只讓顧客啃招牌。,,,,,,豫园差评
138****9997,2分,一般,景色2,趣味3,性价比2,不会再去了，人很多，餐也不精致，没什么特色！,,,,,,豫园差评
